,ampl_linear_norm,ampl_linear_norm_0,angle_deg,host_ampl,inject_iteration,last_ampl_step_signed,last_ampl_step_unsigned,noise,rad_asec,rad_pix,s2n,signal
0,0.00017,0.00017,240.0,28760.83515810777,0,,,0.6043699909771074,0.3122688,,4.651067524388355,2.8109656377485086
1,0.00017,0.00017,240.0,28760.83515810777,0,,,0.6626841222100631,0.5204479999999999,,5.056855518918798,3.351097860697817
2,0.00027,0.00017,240.0,28760.83515810777,1,0.0001,0.0001,0.6750349376645857,0.3122688,29.184,6.391529276176852,4.3145055665254155
3,6.999999999999998e-05,0.00017,240.0,28760.83515810777,1,-0.0001,0.0001,0.6193860018084173,0.5204479999999999,48.63999999999999,2.575954588130468,1.5955102131821783
4,0.00022,0.00017,240.0,28760.83515810777,2,-5e-05,5e-05,0.6377056580068668,0.3122688,29.184,5.584318119644141,3.5611512610073364
5,0.00011999999999999999,0.00017,240.0,28760.83515810777,2,5e-05,5e-05,0.6399318433836552,0.5204479999999999,48.63999999999999,3.861258952408429,2.4709425591963674
6,0.00016999999999999999,0.00017,240.0,28760.83515810777,3,-5e-05,5e-05,0.6043699909771074,0.3122688,29.184,4.651067524388355,2.8109656377485086
7,0.00016999999999999999,0.00017,240.0,28760.83515810777,3,5e-05,5e-05,0.6626841222100631,0.5204479999999999,48.63999999999999,5.056855518918798,3.351097860697817
8,0.00017999999999999998,0.00017,240.0,28760.83515810777,4,1e-05,1e-05,0.6099853917543081,0.3122688,29.184,4.857876081380193,2.963233444594581
9,0.00016,0.00017,240.0,28760.83515810777,4,-1e-05,1e-05,0.6582822768053275,0.5204479999999999,48.63999999999999,4.82612349547448,3.1769515627446263
10,0.00019,0.00017,240.0,28760.83515810777,5,1e-05,1e-05,0.6162278649835313,0.3122688,29.184,5.054691556071705,3.1148417857483506
11,0.00016500000000000005,0.00017,240.0,28760.83515810777,5,5e-06,5e-06,0.6605077188874792,0.5204479999999999,48.63999999999999,4.941773038848637,3.26407923714956
12,0.000185,0.00017,240.0,28760.83515810777,6,-5e-06,5e-06,0.6129779269472335,0.3122688,29.184,4.957023600931612,3.0385460507275703
13,0.00017000000000000007,0.00017,240.0,28760.83515810777,6,5e-06,5e-06,0.6626841222100631,0.5204479999999999,48.63999999999999,5.056855518918798,3.351097860697817
14,0.00018600000000000002,0.00017,240.0,28760.83515810777,7,1e-06,1e-06,0.6135658470664889,0.3122688,29.184,4.976133359322045,3.0531854797282434
15,0.00016900000000000007,0.00017,240.0,28760.83515810777,7,-1e-06,1e-06,0.6622715382366179,0.5204479999999999,48.63999999999999,5.033680692768723,3.3336634553919064
16,0.00018700000000000002,0.00017,240.0,28760.83515810777,8,1e-06,1e-06,0.6141851479362291,0.3122688,29.184,4.9960435206366505,3.06849572881806
17,0.00016800000000000007,0.00017,240.0,28760.83515810777,8,-1e-06,1e-06,0.6618281613082316,0.5204479999999999,48.63999999999999,5.010474498344774,3.316073124521306
18,0.000188,0.00017,240.0,28760.83515810777,9,1e-06,1e-06,0.6148268677857559,0.3122688,29.184,5.016237355093523,3.0841175011020554
19,0.00016700000000000007,0.00017,240.0,28760.83515810777,9,-1e-06,1e-06,0.6613620012023433,0.5204479999999999,48.63999999999999,4.9870199031770115,3.298225463201065
