,x,y
0,0.1543526063708796,1.307196863200844
1,0.14267202702890186,1.7474250108400469
2,0.13531648,2.351755834470204
3,0.1334877592860492,2.5
4,0.13338326095953773,2.614393726401688
5,0.13421236526011573,2.742275032520141
6,0.1333832609595377,2.8872548999643572
7,0.1334877592860492,3.054621874040891
8,0.13531648,3.161853493036647
9,0.1365885878574182,3.252574989159953
10,0.13531648,3.292951039198285
11,0.1289553505240849,3.4948500216800937
12,0.1247834984186624,3.8071968632008444
13,0.12761367254335282,4.247425010840047
14,0.13531648,4.468424333576597
15,0.14439872105066312,5.0
